Emp ID,Last Name,First Name,Address,City,State,Zip,Telephone,Hiredate,Dept,Location,Work Phone,M/S,Budget,Grade,Salary,Health Plan,Supervisor Name,Supr Phone
15515,Gallagher,Kay,222 A Se,Auburn,WA,98002,(253) 833-1551,7/2/1998,PROD,Renton,(425) 393-1551,PB-21,R-1779,1,"2,025.33",Kaiser WA,Frank Borman,(206) 393-1265
15516,Walker,William,500 26Th Ne,Auburn,WA,98002,(253) 833-1551,7/2/1998,PROD,Seattle,(206) 221-1551,QR-07,R-2661,18,"5,155.36",Kaiser WA,Eleanor Lancaster,(206) 221-1124
15529,Ferraro,Dorothy,307 S. Central Ave.,Kent,WA,98032,(253) 872-1552,7/16/1998,PROD,Renton,(425) 393-1552,PB-14,R-1779,2,"2,209.44",Kaiser WA,Molly Goldberg,(206) 393-1513
15600,Howard,Robert,2802 Auburn Way North,Auburn,WA,98002,(253) 833-1560,9/25/1998,MKTG,Bellevue,(425) 882-1560,RL-27,M-1211,11,"3,866.53",Regence BlueShield ,Barry Slatta,(206) 882-2246
15602,Perkins,Leslie,17900 Talbot Rd. S.,Renton,WA,98055,(425) 227-1560,9/27/1998,ACCT,Seattle,(206) 221-1560,BX-45,A-1834,3,"2,393.57",Regence BlueShield ,Val Johnson,(206) 221-1958
15604,Barnes,Fannie,12565 Se Green Valley Rd.,Auburn,WA,98002,(253) 833-1560,9/29/1998,PROD,Renton,(425) 393-1560,PB-21,R-1779,11,"3,866.53",Regence BlueShield ,Frank Borman,(206) 393-1265
15608,Montrose,Charlie,275 Bronson Way Ne,Renton,WA,98056,(425) 226-1560,10/3/1998,ENGR,Renton,(425) 393-1560,XJ-67,E-1089,7,"3,130.03",Regence BlueShield ,Dave Rogers,(206) 393-1973
15833,Flores,Dick,1800 One Union Square,Seattle,WA,98101,(206) 452-1583,5/16/1999,PROD,Seattle,(206) 221-1583,QR-07,R-2661,17,"4,971.25",Kaiser WA,Eleanor Lancaster,(206) 221-1124
15845,Nance,Valerie,102 Lake Ave. S.,Renton,WA,98055,(425) 227-1584,5/28/1999,PROD,Seattle,(206) 221-1584,QR-12,R-2661,18,"5,155.36",Regence BlueShield ,Harry Hillis,(206) 221-2179
15897,Finch,Donna,1507 S. Central Ave.,Kent,WA,98032,(253) 872-1589,7/19/1999,SALE,Bellevue,(425) 882-1589,HG-12,S-3006,18,"5,155.36",Kaiser WA,Bob Stewart,(206) 882-1590
15906,Schmidt,Mary,960 E Main St.,Auburn,WA,98002,(253) 833-1590,7/28/1999,PROD,Seattle,(206) 221-1590,QR-19,R-5321,6,"2,945.92",Regence BlueShield ,Bill Harrison,(206) 221-2205
15907,Stewart,Robert,760 Thomas Ave. Sw,Renton,WA,98055,(425) 227-1590,7/29/1999,SALE,Bellevue,(425) 882-1590,HG-12,S-3006,20,"5,523.60",Regence BlueShield ,Diane Arthur,(206) 882-1237
15943,Moorman,Janice,1415 North 24Th,Renton,WA,98056,(425) 226-1594,9/3/1999,PROD,Seattle,(206) 221-1594,QR-27,R-2661,19,"5,339.47",Kaiser Permanente ,Lynn Jarret,(206) 221-1366
15992,Thompson,Tom,2838 Ne Sunset Blvd.,Renton,WA,98056,(425) 226-1599,10/22/1999,ACCT,Seattle,(206) 221-1599,BX-45,A-1834,18,"5,155.36",Regence BlueShield ,Val Johnson,(206) 221-1958
16023,Woodley,Francis,3202 C St. Ne,Auburn,WA,98002,(253) 833-1602,11/22/1999,PROD,Seattle,(206) 221-1602,QR-35,R-2661,14,"4,418.88",Regence BlueShield ,Marsha Mosley,(206) 221-1975
16057,Barnum,Adrian,4430 Talbot Rd. S.,Renton,WA,98055,(425) 227-1605,12/26/1999,SALE,Bellevue,(425) 882-1605,HG-12,S-3006,5,"2,761.79",Kaiser Permanente ,Bob Stewart,(206) 882-1590
16118,Preston,Ken,2595 Auburn Way North,Auburn,WA,98002,(253) 833-1611,2/25/2000,PROD,Seattle,(206) 221-1611,QR-12,R-2661,6,"2,945.92",Regence BlueShield ,Harry Hillis,(206) 221-2179
16237,Fisher,Scott,3016 Auburn Way North,Auburn,WA,98002,(253) 833-1623,6/23/2000,SALE,Bellevue,(425) 882-1623,HG-12,S-3006,6,"2,945.92",Kaiser WA,Bob Stewart,(206) 882-1590
16240,Crowe,Dan,4150 Lind Ave. Sw,Renton,WA,98055,(425) 227-1624,6/26/2000,MKTG,Bellevue,(425) 882-1624,RL-27,M-1211,1,"2,025.33",Kaiser WA,Barry Slatta,(206) 882-2246
16332,Fairchild,Earl,1809 Howard Rd.,Auburn,WA,98002,(253) 833-1633,9/26/2000,ACCT,Renton,(425) 393-1633,BB-27,A-1834,7,"3,130.03",Regence BlueShield ,Barbara Carrera,(206) 393-2000
16519,Kennedy,Phyllis,15 S. Grady Way,Renton,WA,98055,(425) 227-1651,4/1/2001,PROD,Renton,(425) 393-1651,PB-14,R-1779,8,"3,314.16",Kaiser Permanente ,Molly Goldberg,(206) 393-1513
16545,Longo,Roger,1520 Sw Grady Way,Renton,WA,98055,(425) 227-1654,4/27/2001,PROD,Renton,(425) 393-1654,PB-18,R-1779,19,"5,339.47",Kaiser WA,Frank Sullivan,(206) 393-1000
16565,Joyce,Darryl,1600 Sw 43Rd,Renton,WA,98055,(425) 227-1656,5/17/2001,ENGR,Renton,(425) 393-1656,XJ-67,E-1089,18,"5,155.36",Kaiser WA,Dave Morgan,(206) 393-2002
16668,Burstein,Steve,4224 East Valley Hwy.,Renton,WA,98055,(425) 227-1666,8/28/2001,PROD,Renton,(425) 393-1666,PB-14,R-1779,2,"2,209.44",Kaiser Permanente ,Molly Goldberg,(206) 393-1513
16698,Roosevelt,John,1800 Duvall Ave. Ne,Renton,WA,98056,(425) 226-1669,9/27/2001,PROD,Seattle,(206) 221-1669,QR-31,R-5321,10,"3,682.40",Regence BlueShield ,Bob Irwin,(206) 221-1549
16703,Channing,Carolyn,8223 S. 222Nd,Kent,WA,98032,(253) 872-1670,10/2/2001,PROD,Seattle,(206) 221-1670,QR-10,R-2661,15,"4,603.01",Regence BlueShield ,Peggy Kramer,(206) 221-2083
17123,Watkins,Rose,60 37Th St. Ne,Auburn,WA,98002,(253) 833-1712,11/26/2002,PROD,Seattle,(206) 221-1712,QR-27,R-2661,5,"2,761.79",Kaiser WA,Lynn Jarret,(206) 221-1366
17419,Gifford,Al,"1314 S. Central Ave., #200",Kent,WA,98032,(253) 872-1741,9/18/2003,PROD,Renton,(425) 393-1741,PB-14,R-1779,12,"4,050.64",Kaiser Permanente ,Molly Goldberg,(206) 393-1513
17488,Morris,Fred,723 Sw 10Th St.,Renton,WA,98055,(425) 227-1748,11/26/2003,PROD,Seattle,(206) 221-1748,QR-12,R-2661,8,"3,314.16",Kaiser WA,Harry Hillis,(206) 221-2179
17499,Martin,Carol,311 S. Washington,Kent,WA,98032,(253) 872-1749,12/7/2003,PROD,Seattle,(206) 221-1749,QR-31,R-5321,19,"5,339.47",Kaiser WA,Bob Irwin,(206) 221-1549
17516,Davidson,Katharine,"6845 S. 220, Bldg. D",Kent,WA,98032,(253) 872-1751,12/24/2003,PROD,Seattle,(206) 221-1751,QR-06,R-5321,12,"4,050.64",Kaiser Permanente ,Joe Stone,(206) 221-2252
17575,Snyder,Ted,3001 East Valley Hwy.,Renton,WA,98055,(425) 227-1757,2/21/2004,PROD,Renton,(425) 393-1757,PB-21,R-1779,8,"3,314.16",Kaiser WA,Frank Borman,(206) 393-1265
17576,Harper,Rita,1410 North 30Th,Renton,WA,98056,(425) 226-1757,2/21/2004,PROD,Seattle,(206) 221-1757,QR-31,R-5321,5,"2,761.79",Kaiser WA,Bob Irwin,(206) 221-1549
17606,Webb,Richard,1234 Central Ave. N.,Kent,WA,98032,(253) 872-1760,3/23/2004,PROD,Renton,(425) 393-1760,PB-21,R-1779,11,"3,866.53",Regence BlueShield ,Frank Borman,(206) 393-1265
17823,Hoffman,Rita,3605 132Nd Ave. S.E. #300,Bellevue,WA,98006,(425) 775-1782,10/26/2004,PROD,Seattle,(206) 221-1782,QR-35,R-2661,19,"5,339.47",Regence BlueShield ,Marsha Mosley,(206) 221-1975
17960,Thompson,Douglas,640 S. Central Ave.,Kent,WA,98032,(253) 872-1796,3/12/2005,MKTG,Bellevue,(425) 882-1796,RL-27,M-1211,11,"3,866.53",Regence BlueShield ,Jon Reynolds,(206) 882-304
17996,Barker,William,930 E. James St.,Kent,WA,98031,(253) 872-1799,4/17/2005,PROD,Seattle,(206) 221-1799,QR-19,R-5321,8,"3,314.16",Kaiser Permanente ,Bill Harrison,(206) 221-2205
18085,Stevens,Judith,130 37Th St. Ne,Auburn,WA,98002,(253) 833-1808,7/15/2005,PROD,Renton,(425) 393-1808,PB-14,R-1779,10,"3,682.40",Kaiser WA,Molly Goldberg,(206) 393-1513
18093,Erickson,Lauren,1435 Se 322Nd Pl.,Auburn,WA,98002,(253) 833-1809,7/23/2005,PROD,Seattle,(206) 221-1809,QR-06,R-5321,15,"4,603.01",Kaiser WA,Joe Stone,(206) 221-2252
18160,Brandon,Bill,12886 Interurban,Seattle,WA,98168,(206) 452-1816,9/28/2005,MKTG,Bellevue,(425) 882-1816,RL-27,M-1211,14,"4,418.88",Regence BlueShield ,Jon Reynolds,(206) 882-304
18166,Grant,Harry,240 Auburn Way S Ste. 1B,Auburn,WA,98002,(253) 833-1816,10/4/2005,PROD,Renton,(425) 393-1816,PB-21,R-1779,12,"4,050.64",Regence BlueShield ,Frank Borman,(206) 393-1265
18175,Sanders,Carl,1025 S. 3Rd Ste. C,Renton,WA,98055,(425) 227-1817,10/13/2005,PROD,Renton,(425) 393-1817,PB-14,R-1779,15,"4,603.01",Regence BlueShield ,Molly Goldberg,(206) 393-1513
18218,Tyson,Thomas,401 Lund Rd.,Auburn,WA,98001,(253) 833-1821,11/25/2005,PROD,Renton,(425) 393-1821,PB-18,R-1779,15,"4,603.01",Kaiser WA,Frank Sullivan,(206) 393-1000
18249,McDonald,Ronald,3330 E. Valley Rd.,Renton,WA,98055,(425) 227-1824,12/26/2005,PROD,Seattle,(206) 221-1824,QR-07,R-2661,6,"2,945.92",Kaiser Permanente ,Eleanor Lancaster,(206) 221-1124
18279,Davis,Oscar,271 Rainier Ave. North,Renton,WA,98055,(425) 227-1827,1/25/2006,PROD,Renton,(425) 393-1827,PB-14,R-1779,5,"2,761.79",Kaiser WA,Molly Goldberg,(206) 393-1513
18308,Parks,Lois,13324 302Nd Pl. Se,Auburn,WA,98002,(253) 833-1830,2/23/2006,PROD,Seattle,(206) 221-1830,QR-27,R-2661,13,"4,234.75",Regence BlueShield ,Lynn Jarret,(206) 221-1366
18399,Oates,Buddy,3172 Ne Sunset Blvd.,Renton,WA,98056,(425) 226-1839,5/25/2006,PROD,Renton,(425) 393-1839,PB-18,R-1779,9,"3,498.27",Regence BlueShield ,Frank Sullivan,(206) 393-1000
18411,Svenson,Victoria,525 C St. Nw,Auburn,WA,98001,(253) 833-1841,6/7/2006,PROD,Renton,(425) 393-1841,PB-18,R-1779,13,"4,234.75",Regence BlueShield ,Frank Sullivan,(206) 393-1000
18412,Isaacs,Rick,73 Burnett Ave. South,Renton,WA,98055,(425) 227-1841,6/7/2006,ACCT,Renton,(425) 393-1841,BB-27,A-1834,4,"2,577.68",Regence BlueShield ,Barbara Carrera,(206) 393-2000
18510,Browne,Marilyn,1216 6Th Ave. N.,Kent,WA,98032,(253) 872-1851,9/13/2006,MKTG,Bellevue,(425) 882-1851,RL-27,M-1211,9,"3,498.27",Kaiser Permanente ,Jon Reynolds,(206) 882-304
18572,Henderson,Peter,715 S. 3Rd St.,Renton,WA,98055,(425) 227-1857,11/14/2006,ACCT,Seattle,(206) 221-1857,BX-45,A-1834,10,"3,682.40",Regence BlueShield ,Val Johnson,(206) 221-1958
18765,West,John,1001 C St. Sw,Auburn,WA,98001,(253) 833-1876,5/26/2007,PROD,Renton,(425) 393-1876,PB-21,R-1779,15,"4,603.01",Regence BlueShield ,Frank Borman,(206) 393-1265
18796,Bush,Julie,2925 Auburn Way North,Auburn,WA,98002,(253) 833-1879,6/26/2007,PROD,Seattle,(206) 221-1879,QR-19,R-5321,18,"5,155.36",Kaiser WA,Bill Harrison,(206) 221-2205
18803,Meredith,Patricia,13224 160Th Ave Se,Renton,WA,98056,(425) 226-1880,7/3/2007,PROD,Seattle,(206) 221-1880,QR-35,R-2661,5,"2,761.79",Kaiser WA,Marsha Mosley,(206) 221-1975
18870,Hudson,Joyce,710 S. 2Nd,Renton,WA,98055,(425) 227-1887,9/8/2007,MKTG,Bellevue,(425) 882-1887,RL-27,M-1211,7,"3,130.03",Kaiser Permanente ,Bob Shavers,(206) 882-1281
18943,Carvallo,Joe,24830 136Th Ave. S.E.,Kent,WA,98042,(253) 872-1894,11/20/2007,PROD,Renton,(425) 393-1894,PB-18,R-1779,8,"3,314.16",Regence BlueShield ,Frank Sullivan,(206) 393-1000
19009,Green,Milt,13306 S.E. 240Th,Kent,WA,98042,(253) 872-1900,1/25/2008,PROD,Seattle,(206) 221-1900,QR-10,R-2661,5,"2,761.79",Kaiser WA,Peggy Kramer,(206) 221-2083
19038,Smith,Sam,865 Rainier Ave. North #C-100,Renton,WA,98055,(425) 227-1903,2/23/2008,PROD,Renton,(425) 393-1903,PB-14,R-1779,5,"2,761.79",Regence BlueShield ,Molly Goldberg,(206) 393-1513
19042,Baker,Gerald,6020 S. 190Th,Kent,WA,98032,(253) 872-1904,2/27/2008,ACCT,Seattle,(206) 221-1904,BX-45,A-1834,14,"4,418.88",Regence BlueShield ,Val Johnson,(206) 221-1958
19073,Foster,Sandra,20848 77Th Ave. S.,Kent,WA,98032,(253) 872-1907,3/29/2008,PROD,Seattle,(206) 221-1907,QR-06,R-5321,15,"4,603.01",Kaiser Permanente ,Joe Stone,(206) 221-2252
19084,Rice,Ken,717 Auburn Way North,Auburn,WA,98002,(253) 833-1908,4/9/2008,PROD,Renton,(425) 393-1908,PB-18,R-1779,8,"3,314.16",Kaiser Permanente ,Frank Sullivan,(206) 393-1000
19094,Burton,Ken,240 Sw 43Rd,Renton,WA,98055,(425) 227-1909,4/19/2008,PROD,Seattle,(206) 221-1909,QR-27,R-2661,4,"2,577.68",Kaiser Permanente ,Lynn Jarret,(206) 221-1366
19109,Foster,Bill,8240 S. 228Th,Kent,WA,98032,(253) 872-1910,5/4/2008,PROD,Renton,(425) 393-1910,PB-14,R-1779,14,"4,418.88",Kaiser WA,Molly Goldberg,(206) 393-1513
19138,Lynley,Susan,1435 R St. Nw,Auburn,WA,98001,(253) 833-1913,6/2/2008,PROD,Seattle,(206) 221-1913,QR-10,R-2661,14,"4,418.88",Regence BlueShield ,Peggy Kramer,(206) 221-2083
19216,Jefferson,Vernon,2423 Lind Ave West,Renton,WA,98055,(425) 227-1921,8/19/2008,PROD,Renton,(425) 393-1921,PB-21,R-1779,19,"5,339.47",Regence BlueShield ,Frank Borman,(206) 393-1265
19283,Burley,Diane,22145 68Th Ave. S.,Kent,WA,98032,(253) 872-1928,10/25/2008,PROD,Seattle,(206) 221-1928,QR-10,R-2661,3,"2,393.57",Regence BlueShield ,Peggy Kramer,(206) 221-2083
19308,Stevens,Doris,701 A St. Ne,Auburn,WA,98002,(253) 833-1930,11/19/2008,PROD,Renton,(425) 393-1930,PB-18,R-1779,12,"4,050.64",Regence BlueShield ,Frank Sullivan,(206) 393-1000
19420,Logan,Louise,700 Powell Ave. Sw,Renton,WA,98055,(425) 227-1942,3/11/2009,MKTG,Bellevue,(425) 882-1942,RL-27,M-1211,2,"2,209.44",Regence BlueShield ,Bob Shavers,(206) 882-1281
19444,Newman,George,39015 172Nd Se,Auburn,WA,98002,(253) 833-1944,4/4/2009,PROD,Seattle,(206) 221-1944,QR-35,R-2661,3,"2,393.57",Kaiser Permanente ,Marsha Mosley,(206) 221-1975
19477,Monroe,Peter,224 G St. Sw,Auburn,WA,98001,(253) 833-1947,5/7/2009,SALE,Bellevue,(425) 882-1947,HG-12,S-3006,5,"2,761.79",Kaiser WA,Bob Stewart,(206) 882-1590
19535,Wilde,Jack,907 Thomas Sw,Renton,WA,98055,(425) 227-1953,7/4/2009,PROD,Seattle,(206) 221-1953,QR-06,R-5321,5,"2,761.79",Kaiser WA,Joe Stone,(206) 221-2252
19589,Adams,Wes,3132 C Ne,Auburn,WA,98002,(253) 833-1958,8/27/2009,PROD,Seattle,(206) 221-1958,QR-07,R-2661,22,"5,891.84",Kaiser Permanente ,Susan Buckle,(206) 221-2241
19596,Greenstein,Lee,3220 B St. Se,Auburn,WA,98002,(253) 833-1959,9/3/2009,PROD,Seattle,(206) 221-1959,QR-27,R-2661,9,"3,498.27",Kaiser Permanente ,Lynn Jarret,(206) 221-1366
19622,Roberts,Dick,22737 72Nd Ave. S. #C,Kent,WA,98032,(253) 872-1962,9/29/2009,ACCT,Seattle,(206) 221-1962,BX-45,A-1834,15,"4,603.01",Regence BlueShield ,Val Johnson,(206) 221-1958
19739,Rogers,Dave,502 16Th Ne,Auburn,WA,98002,(253) 833-1973,1/24/2010,ENGR,Renton,(425) 393-1973,XJ-67,E-1089,20,"5,523.60",Kaiser WA,Wes Adams,(206) 221-1958
19758,Mosley,Marsha,602 Auburn Way South,Auburn,WA,98002,(253) 833-1975,2/12/2010,PROD,Seattle,(206) 221-1975,QR-35,R-2661,20,"5,523.60",Kaiser WA,Wes Adams,(206) 221-1958
19799,Byrd,John,858 Lind Ave. Sw,Renton,WA,98055,(425) 227-1979,3/25/2010,PROD,Seattle,(206) 221-1979,QR-10,R-2661,15,"4,603.01",Kaiser Permanente ,Peggy Kramer,(206) 221-2083
19849,Cappa,Steven,333 Rainier Ave. North Ste. 10,Renton,WA,98055,(425) 227-1984,5/14/2010,PROD,Seattle,(206) 221-1984,QR-27,R-2661,18,"5,155.36",Kaiser WA,Lynn Jarret,(206) 221-1366
19932,Murray,Beverly,7867 S. 180Th St.,Kent,WA,98032,(253) 872-1993,8/5/2010,ACCT,Renton,(425) 393-1993,BB-27,A-1834,3,"2,393.57",Regence BlueShield ,Barbara Carrera,(206) 393-2000
19948,Parsons,Mitch,301 Grady Way,Renton,WA,98055,(425) 227-1994,8/21/2010,PROD,Seattle,(206) 221-1994,QR-27,R-2661,8,"3,314.16",Regence BlueShield ,Lynn Jarret,(206) 221-1366
19984,Tyler,Walter,19201 108Th Se,Renton,WA,98055,(425) 227-1998,9/26/2010,PROD,Seattle,(206) 221-1998,QR-10,R-2661,19,"5,339.47",Regence BlueShield ,Peggy Kramer,(206) 221-2083
19986,Silkwood,Pat,220 8Th St. Se,Auburn,WA,98002,(253) 833-1998,9/28/2010,PROD,Renton,(425) 393-1998,PB-21,R-1779,13,"4,234.75",Regence BlueShield ,Frank Borman,(206) 393-1265
20002,Carrera,Barbara,15 S. Grady Way,Renton,WA,98055,(425) 227-2000,10/14/2010,ACCT,Renton,(425) 393-2000,BB-27,A-1834,19,"5,339.47",Regence BlueShield ,Wes Adams,(206) 221-1958
20009,Hayes,Thomas,1425 22Nd St. Nw Ste. E,Auburn,WA,98001,(253) 833-2000,10/21/2010,PROD,Renton,(425) 393-2000,PB-14,R-1779,4,"2,577.68",Regence BlueShield ,Molly Goldberg,(206) 393-1513
20013,Feinstein,Eric,2220 Auburn Way North,Auburn,WA,98002,(253) 833-2001,10/25/2010,PROD,Renton,(425) 393-2001,PB-14,R-1779,19,"5,339.47",Regence BlueShield ,Molly Goldberg,(206) 393-1513
20026,Morgan,Dave,2319 Lind Ave. Sw,Renton,WA,98055,(425) 227-2002,11/7/2010,ENGR,Renton,(425) 393-2002,XJ-67,E-1089,20,"5,523.60",Regence BlueShield ,Wes Adams,(206) 221-1958
20080,Stone,Doris,521 W. Washington Ave.,Kent,WA,98032,(253) 872-2008,12/31/2010,MKTG,Bellevue,(425) 882-2008,RL-27,M-1211,5,"2,761.79",Kaiser Permanente ,Jon Reynolds,(206) 882-304
20164,Lockwood,Duncan,1701 Pike St. Nw,Auburn,WA,98001,(253) 833-2016,3/25/2011,PROD,Renton,(425) 393-2016,PB-21,R-1779,5,"2,761.79",Kaiser Permanente ,Frank Borman,(206) 393-1265
20226,Harrigan,Rebecca,1721 W. Valley Hwy. North,Auburn,WA,98001,(253) 833-2022,5/28/2011,PROD,Renton,(425) 393-2022,PB-14,R-1779,12,"4,050.64",Regence BlueShield ,Molly Goldberg,(206) 393-1513
20228,Erlinger,Robert,1308 W. Main,Auburn,WA,98001,(253) 833-2022,5/28/2011,PROD,Seattle,(206) 221-2022,QR-06,R-5321,5,"2,761.79",Regence BlueShield ,Joe Stone,(206) 221-2252
20230,Taylor,Ruth,2621 West Valley Hwy. North,Auburn,WA,98001,(253) 833-2023,5/30/2011,MKTG,Bellevue,(425) 882-2023,RL-27,M-1211,11,"3,866.53",Regence BlueShield ,Bob Shavers,(206) 882-1281
20256,Allen,Susan,17314 140Th Ave Se,Renton,WA,98058,(425) 226-2025,6/25/2011,PROD,Renton,(425) 393-2025,PB-18,R-1779,14,"4,418.88",Kaiser WA,Frank Sullivan,(206) 393-1000
20286,Astor,Lawrence,916 2Nd,Renton,WA,98055,(425) 227-2028,7/25/2011,PROD,Seattle,(206) 221-2028,QR-10,R-2661,5,"2,761.79",Regence BlueShield ,Peggy Kramer,(206) 221-2083
20289,Heller,Jeanne,13923 Se Petrovitsky Rd.,Renton,WA,98058,(425) 226-2028,7/28/2011,PROD,Seattle,(206) 221-2028,QR-10,R-2661,12,"4,050.64",Regence BlueShield ,Peggy Kramer,(206) 221-2083
20350,Folger,William,4350 Lake Washington Blvd. Nor,Renton,WA,98056,(425) 226-2035,9/27/2011,MKTG,Bellevue,(425) 882-2035,RL-27,M-1211,6,"2,945.92",Regence BlueShield ,Barry Slatta,(206) 882-2246
20377,Forsythe,Frederick,22477 72Nd Ave. S.,Kent,WA,98032,(253) 872-2037,10/24/2011,SALE,Bellevue,(425) 882-2037,HG-12,S-3006,7,"3,130.03",Regence BlueShield ,Bob Stewart,(206) 882-1590
20393,Wilski,Sandra,1123 Main St.,Auburn,WA,98002,(253) 833-2039,11/9/2011,PROD,Seattle,(206) 221-2039,QR-35,R-2661,10,"3,682.40",Regence BlueShield ,Marsha Mosley,(206) 221-1975
20563,Ryan,Sara,205 E Main St.,Auburn,WA,98002,(253) 833-2056,5/1/2012,PROD,Seattle,(206) 221-2056,QR-06,R-5321,19,"5,339.47",Kaiser WA,Joe Stone,(206) 221-2252
20567,Petty,John,1905 Howard Rd.,Auburn,WA,98002,(253) 833-2056,5/1/2012,SALE,Bellevue,(425) 882-2056,HG-12,S-3006,9,"3,498.27",Kaiser WA,Bob Stewart,(206) 882-1590
20594,Robinson,Jan,909 S. 3Rd,Renton,WA,98055,(425) 227-2059,5/28/2012,PROD,Seattle,(206) 221-2059,QR-35,R-2661,15,"4,603.01",Regence BlueShield ,Marsha Mosley,(206) 221-1975
20614,Goodman,Sharon,255 East F St.,Redmond,WA,98053,(425) 226-2061,6/17/2012,PROD,Renton,(425) 393-2061,PB-14,R-1779,4,"2,577.68",Regence BlueShield ,Molly Goldberg,(206) 393-1513
20619,Wayne,Beverly,4308 S 278 St.,Auburn,WA,98001,(253) 833-2061,6/22/2012,PROD,Renton,(425) 393-2061,PB-18,R-1779,10,"3,682.40",Regence BlueShield ,Frank Sullivan,(206) 393-1000
20620,Dugan,Maryanne,351 Union Ave. Ne,Renton,WA,98056,(425) 226-2062,6/23/2012,MKTG,Bellevue,(425) 882-2062,RL-27,M-1211,12,"4,050.64",Kaiser WA,Bob Shavers,(206) 882-1281
20733,Rooney,Dorothy,7030 S. 224Th,Kent,WA,98032,(253) 872-2073,10/14/2012,PROD,Seattle,(206) 221-2073,QR-31,R-5321,15,"4,603.01",Regence BlueShield ,Bob Irwin,(206) 221-1549
20742,Randall,Maxine,825 S. 3Rd St.,Renton,WA,98055,(425) 227-2074,10/23/2012,ACCT,Renton,(425) 393-2074,BB-27,A-1834,8,"3,314.16",Regence BlueShield ,Barbara Carrera,(206) 393-2000
20804,Townsend,Diane,8657 S. 190Th St.,Kent,WA,98031,(253) 872-2080,12/24/2012,PROD,Seattle,(206) 221-2080,QR-06,R-5321,19,"5,339.47",Kaiser Permanente ,Joe Stone,(206) 221-2252
20824,Epperson,Terry,13844 Se 131 St.,Renton,WA,98056,(425) 226-2082,1/13/2013,PROD,Seattle,(206) 221-2082,QR-31,R-5321,18,"5,155.36",Kaiser Permanente ,Bob Irwin,(206) 221-1549
20838,Kramer,Peggy,524 W. Meeker,Kent,WA,98032,(253) 872-2083,1/27/2013,PROD,Seattle,(206) 221-2083,QR-10,R-2661,20,"5,523.60",Kaiser WA,Wes Adams,(206) 221-1958
20923,Bridges,Pat,621 37Th St. Nw,Auburn,WA,98001,(253) 833-2092,4/22/2013,PROD,Seattle,(206) 221-2092,QR-35,R-2661,12,"4,050.64",Kaiser Permanente ,Marsha Mosley,(206) 221-1975
20930,Welles,Stephanie,2820 Auburn Way South,Auburn,WA,98002,(253) 833-2093,4/29/2013,MKTG,Bellevue,(425) 882-2093,RL-27,M-1211,8,"3,314.16",Kaiser WA,Bob Shavers,(206) 882-1281
20959,Root,Ruth,2326 Auburn Way North,Auburn,WA,98002,(253) 833-2095,5/28/2013,PROD,Renton,(425) 393-2095,PB-14,R-1779,18,"5,155.36",Regence BlueShield ,Molly Goldberg,(206) 393-1513
21010,Dickerson,Jackie,2141 West Valley Hwy. North,Auburn,WA,98001,(253) 833-2101,7/18/2013,MKTG,Bellevue,(425) 882-2101,RL-27,M-1211,6,"2,945.92",Kaiser WA,Barry Slatta,(206) 882-2246
21021,Morgan,Judith,1240 West Main,Auburn,WA,98001,(253) 833-2102,7/29/2013,PROD,Seattle,(206) 221-2102,QR-31,R-5321,12,"4,050.64",Regence BlueShield ,Bob Irwin,(206) 221-1549
21056,Houlihan,Karen,316 Sw 16Th,Renton,WA,98055,(425) 227-2105,9/2/2013,PROD,Seattle,(206) 221-2105,QR-10,R-2661,10,"3,682.40",Kaiser Permanente ,Peggy Kramer,(206) 221-2083
21087,Karman,Alice,20045 84Th Ave. S.,Kent,WA,98032,(253) 872-2108,10/3/2013,SALE,Bellevue,(425) 882-2108,HG-12,S-3006,19,"5,339.47",Regence BlueShield ,Bob Stewart,(206) 882-1590
21104,Jones,Robert,3420 C St Ne Ste. 302,Auburn,WA,98002,(253) 833-2110,10/20/2013,PROD,Renton,(425) 393-2110,PB-18,R-1779,5,"2,761.79",Regence BlueShield ,Frank Sullivan,(206) 393-1000
21193,Morgan,Lawrence,801 Houser Way South,Renton,WA,98055,(425) 227-2119,1/23/2014,PROD,Seattle,(206) 221-2119,QR-19,R-5321,16,"4,787.12",Kaiser Permanente ,Bill Harrison,(206) 221-2205
21196,Lewis,Shirley,10545 Carr Rd.,Renton,WA,98055,(425) 227-2119,1/20/2014,PROD,Seattle,(206) 221-2119,QR-19,R-5321,9,"3,498.27",Kaiser Permanente ,Bill Harrison,(206) 221-2205
21197,Presley,Bryan,19300 108Th Se,Renton,WA,98055,(425) 227-2119,1/23/2014,SALE,Bellevue,(425) 882-2119,HG-12,S-3006,9,"3,498.27",Kaiser Permanente ,Bob Stewart,(206) 882-1590
21199,Connors,Elizabeth,325 Burnett North,Renton,WA,98055,(425) 227-2119,1/23/2014,PROD,Seattle,(206) 221-2119,QR-31,R-5321,8,"3,314.16",Kaiser Permanente ,Bob Irwin,(206) 221-1549
21219,Tooper,Virginia,4102 Ne 4Th,Renton,WA,98056,(425) 226-2121,2/12/2014,PROD,Seattle,(206) 221-2121,QR-27,R-2661,15,"4,603.01",Kaiser WA,Lynn Jarret,(206) 221-1366
